date	title	cat1	cat2	url	post_text
July 2, 2019	4 Newsletter Strategies You Can Use Today	BEST PRACTICES	JOURNALISM	https://www.facebook.com/journalismproject/4-email-newsletter-strategies	
July 2, 2019	10 Newsletter Strategies to Keep Your Readers Engaged	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/email-newsletter-strategies	
July 2, 2019	GEN Summit 2019: Facebook and Instagram Workshop Resources	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/gen-summit-2019-facebook-lessons	
June 26, 2019	Best Practices for Video Editing	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/best-practices-video-editing	
June 20, 2019	Facebook Supports News in the Middle East and North Africa	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-supports-middle-east-north-africa-news	
June 18, 2019	Monetizing Digital Audiences: Tips for News Publishers	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/monetizing-digital-audiences-tips	
June 17, 2019	Best Practices for Video Production	SUCCESS STORIES	JOURNALISM	https://www.facebook.com/journalismproject/best-practices-video-production	
June 13, 2019	From Crowdfunding to Fan Subscriptions | Meta for Creators	BEST PRACTICES	CREATORS	https://www.facebook.com/creators/from-crowdfunding-to-fan-subscriptions	
June 13, 2019	GEN Summit 2019: Facebook and Instagram Workshop Resources	BEST PRACTICES	JOURNALISM	https://www.facebook.com/journalismproject/gen-summit-2019-facebook-instagram-workshop-resources	
June 12, 2019	Facebook Third-Party Fact-Checking Partner: Mafindo	SUCCESS STORIES	JOURNALISM	https://www.facebook.com/journalismproject/mafindo-facebook-third-party-fact-checking	
June 12, 2019	Introducing Summer and Fall Programming For Facebook Watch Originals	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/introducing-summer-and-fall-programming-for-facebook-watch-originals	
June 12, 2019	News in Facebook Watch: One Year In	SUCCESS STORIES		https://www.facebook.com/formedia/blog/news-in-facebook-watch-one-year-in	
June 12, 2019	Lessons from the Facebook Local News Subscriptions Accelerator	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/lessons-facebook-local-news-subscriptions-accelerator	
June 12, 2019	Wimbledon’s Content Strategy Drives Engagement, Growth, and New Business Leads	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/wimbledons-content-strategy-drives-engagement-growth-and-new-business-leads	
June 12, 2019	How Full Fact Is Fighting Misinformation	SUCCESS STORIES	JOURNALISM	https://www.facebook.com/journalismproject/full-fact-fighting-false-news-facebook	
June 7, 2019	How to Think About Video - Video Basics for News	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/video-basics	
June 7, 2019	MotoGP™ Races Ahead with Referral Traffic via Smart Links Publishing Strategy	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/motogp-races-ahead-with-referral-traffic-via-smart-links-publishing-strategy	
June 4, 2019	Creator Spotlight: Food, Glorious Food | Facebook for Creators	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/creator-spotlight-food-glorious-food	
June 4, 2019	Facebook Expands Instant Articles Support for Subscriptions	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-expands-instant-articles-support-subscriptions	
June 3, 2019	Tim Tebow Raises Over $120K for his Foundation Using Facebook Fundraisers	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/tim-tebow-raises-over-$120K-for-his-foundation-using-facebook-fundraisers	
May 30, 2019	Facebook Supports Newsrooms and Journalists Throughout the Argentina General Election	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-argentina-general-election-news	
May 29, 2019	Novak Djokovic Scores a Social Victory Through Refined Video Strategy and Smart Data Analytics	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/novak-djokovic-scores-a-social-victory-through-refined-video-strategy-and-smart-data-analytics	
May 28, 2019	Bollywood Embraces Augmented Reality for Movie Marketing	SUCCESS STORIES		https://www.facebook.com/formedia/blog/bollywood-embraces-augmented-reality-for-movie-marketing	
May 28, 2019	The ‘Equipe de France’ is also World Champion on Facebook and Instagram	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/the-equipe-de-france-is-also-world-champion-on-facebook-and-instagram	
May 27, 2019	Facebook Accelerator Program Expands to Canada	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-accelerator-program-canada	
May 24, 2019	How to Write a Video Script - Tips From Emmy-Winning Journalist	BEST PRACTICES	JOURNALISM	https://www.facebook.com/journalismproject/how-to-write-video-script-craig-duff	
May 23, 2019	Where to Find Facebook at Wan-Ifra World News Media Congress 2019	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-wan-ifra-world-news-media-congress-2019	
May 20, 2019	The Chicago Cubs Hit a Home Run with Facebook Live Streaming Deal	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/the-chicago-cubs-hit-a-home-run-with-facebook-live-streaming-deal	
May 16, 2019	MLB Engages a Global Audience with Interactive Facebook Broadcasts	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/mlb-engages-a-global-audience-with-interactive-facebook-broadcasts	
May 15, 2019	Sonali Bendre Behl creates book club through Facebook Groups	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/sonali-bendre-behl-creates-book-club-through-facebook-groups	
May 14, 2019	About the Facebook Journalism Project Community Network	PROGRAM IMPACT		https://www.facebook.com/formedia/blog/facebook-journalism-project-community-network	
May 14, 2019	Facebook Journalism Project Community Network - About	BEST PRACTICES	JOURNALISM	https://www.facebook.com/journalismproject/retaining-digital-subscribers-news	
May 13, 2019	Facebook Journalism Project Community Network - Selection Committee	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-community-network-selection-committee	
May 2, 2019	Award Shows Increase Viewer Engagement Through Facebook and Instagram	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/award-shows-increase-viewer-engagement-through-facebook-and-instagram	
April 30, 2019	Manchester United Scores an IGTV Success with Serialized Content	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/manchester-united-scores-an-IGTV-success-with-serialized-content	
April 30, 2019	Facebook Supports Newsrooms and Journalists Throughout the India General Elections	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-india-general-elections-news	
April 30, 2019	5 Insights From the Accelerate Local News Summit	BEST PRACTICES	JOURNALISM	https://www.facebook.com/journalismproject/facebook-accelerate-local-news-summit-look-inside	
April 28, 2019	CrowdTangle Trends Report: German Local News Publishers on Facebook	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/crowdtangle-trends-report-germany-local-news-facebook	
April 25, 2019	Facebook Accelerator Program Expands to Brazil	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-accelerator-program-brazil	
April 25, 2019	Facebook Accelerator Program Expands to Brazil	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-local-news-brazil	
April 25, 2019	Instagram Creator Guide | Meta For Creators	BEST PRACTICES	CREATORS	https://www.facebook.com/creators/instagram-creator-guide	
April 23, 2019	Registering English News Pages on Facebook	BEST PRACTICES		https://www.facebook.com/formedia/blog/registering-news-pages-on-facebook	
April 12, 2019	Supporting newsrooms and journalists ahead of the European Parliament Elections	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/supporting-newsrooms-and-journalists-ahead-of-the-european-parliament-elections	
April 11, 2019	Subscription Acquisition and Retention for News Publishers	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/subscription-acquisition-retention-news-publishers	
April 10, 2019	Introducing the Facebook for Journalists Certificate	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-for-journalists-certificate	
April 9, 2019	Make the Newsroom Your Subscriber Retention Engine	BEST PRACTICES	JOURNALISM	https://www.facebook.com/journalismproject/newsroom-subscription-retention	
April 9, 2019	Facebook Ads Strategy for Musicians	BEST PRACTICES		https://www.facebook.com/formedia/blog/facebook-ads-strategy-for-musicians	
April 9, 2019	Introducing the Facebook Local News Subscriptions Accelerator	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-local-news-subscriptions-accelerator	
April 7, 2019	Facebook Journalism Project COVID-19 Local News Relief Fund Grant Program Terms	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/programs/grants/coronavirus-relief-fund-grants-terms	
April 4, 2019	BuzzFeed Changes Video Strategy and Sees Increase in Video Revenue with In-Stream Ads	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/buzzfeed-changes-video-strategy-and-sees-increase-in-video-revenue-with-ad-breaks	
April 3, 2019	Facebook Supports News Ahead of European Parliament Elections	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-european-parliament-elections-news	
April 2, 2019	Facebook Accelerator Program Expands to Germany	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-accelerator-program-germany	
April 2, 2019	Creator Spotlight: On Beauty | Meta for Creators	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/creator-spotlight-on-beauty	
April 1, 2019	CrowdTangle Live Displays: A ‘Brilliant Tool’ for Radio Content Teams	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/crowdtangle-live-displays-a-brilliant-tool-for-radio-content-teams	
March 29, 2019	CrowdTangle Live Displays: How SCA Journalists Cover Hyper-Local News	SUCCESS STORIES		https://www.facebook.com/formedia/blog/crowdtangle-live-displays-how-sca-journalists-cover-hyper-local-news	
March 19, 2019	How Mexican Survival Guide Monetized | Meta for Creators	BEST PRACTICES	CREATORS	https://www.facebook.com/creators/how-mexican-survival-guide-monetized	
March 18, 2019	Facebook Supports Research on News Deserts	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/facebook-research-news-deserts	
March 18, 2019	CrowdTangle Live Displays: Adding Extra Firepower to Daily Newsgathering	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/crowdtangle-live-displays-adding-extra-firepower-to-daily-newsgathering	
March 17, 2019	FJP Grant Program Terms: Supporting Local News Coverage of COVID-19	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/programs/community-network/coronavirus-grants-terms	
March 8, 2019	Esperanza Spalding Casts a “Spell” on Fans with Album Debut	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/esperanza-spalding-casts-a-spell-on-fans-with-album-debut	
March 7, 2019	An Update on the Facebook Journalism Project Journalist Training Program with Society of Professional Journalists	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/an-update-on-the-facebook-journalism-project-journalist-training-program-with-society-of-professional-journalists	
March 7, 2019	How to Report the News on Facebook - Tips and Advice	BEST PRACTICES	JOURNALISM	https://www.facebook.com/journalismproject/how-to-report-news-on-facebook	
March 7, 2019	Update: Facebook Journalism Project Training Program	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-journalism-project-training-program	
March 7, 2019	Trainer Insights from the Facebook Journalism Project Journalist Training Program with Society of Professional Journalists	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/trainer-insights-from-the-facebook-journalism-project-journalist-training-program-with-society-of-professional-journalists	
March 4, 2019	Recap: Creator Day and Vidcon London 2019 | Meta for Creators	ANNOUNCEMENTS	CREATORS	https://www.facebook.com/creators/creator-day-and-vidcon-london	
March 1, 2019	Creator Spotlight: Acting Sketchy | Facebook for Creators	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/creator-spotlight-acting-sketchy	
February 28, 2019	Facebook Safety for Journalists - Online Course	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-safety-for-journalists-online-course	
February 28, 2019	How to Create an Email Newsletter	BEST PRACTICES	JOURNALISM	https://www.facebook.com/journalismproject/how-to-create-email-newsletter	
February 28, 2019	Facebook and Walkley Foundation Support Australian News	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-walkley-foundation-australian-news	
February 28, 2019	Announcing new online course: Facebook Safety for Journalists	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/announcing-new-online-course-facebook-safety-for-journalists	
February 28, 2019	Partnership with Walkley Foundation and funding to support Australian news	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/partnership-with-walkley-foundation-and-funding-to-support-australian-news	
February 28, 2019	Inside the Membership Accelerator: Using Newsletters to Drive Loyalty	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/inside-the-membership-accelerator-using-newsletters-to-drive-loyalty	
February 25, 2019	SC Corinthians Celebrates its Championship History on Facebook	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/sc-corinthians-celebrates-its-championship-history-on-facebook	
February 23, 2019	#SocialForGood Live-athon with Priyanka Chopra	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/socialforgood-live-athon-with-priyanka-chopra	
February 20, 2019	How to Edit for IGTV | Facebook For Creators	BEST PRACTICES	CREATORS	https://www.facebook.com/creators/how-to-edit-for-igtv	
February 12, 2019	Inside the Membership Accelerator: Participants Share Their Results Increasing Membership	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/inside-the-membership-accelerator-participants-share-their-results-increasing-membership	
February 11, 2019	Golden Boy Promotions Reimagines Boxing Broadcasts with Facebook Watch	ANNOUNCEMENTS	MEDIA	https://www.facebook.com/facebookmedia/success-stories/golden-boy-promotions-reimagines-boxing-broadcasts-with-facebook-watch	
February 11, 2019	Facebook Goes Global in Courting Creators | Meta for Creators	ANNOUNCEMENTS	CREATORS	https://www.facebook.com/creators/variety-facebook-goes-global-in-courting-creators	
February 11, 2019	Publishers' Membership Tactics Support Quality Journalism	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/membership-suppports-quality-journalism	
